cnum,instructor,cname,hours,rating
47911,"WEINGART, LAURIE",CONFLICT & COLLAB,12.0,4.67
47990,"LEE, SUNKEE",SEM IN STRATGY MGMT,14.0,5.0
48000,"KAPPELT, JENNA",PRE COLLEGE PROGRAM,24.53,4.165
48000,"PERTIERRA, JOSE",PRE COLLEGE PROGRAM,26.77,4.62
48000,"WOLFF, LISA",PRE COLLEGE PROGRAM,26.335,4.57
48025,"WORKINGER, HEATHER",FRST YR SEM:ARCH EDT,3.7019999999999995,3.72
48026,"WORKINGER, HEATHER",FRST YR SEM:ARCH ED,3.928,3.626
48095,"BARBUTO, NINA MARIE",SPTL CNCP NON-ARCTSI,10.9625,4.375
48100,"ARSCOTT, MARY-LOU",ARCH DESIGN STUDIO,21.266666666666666,4.016666666666667
48100,"BADJATIA, AKHIL",ARCH DESIGN STUDIO,19.75,4.5
48100,"CHAN, BRUCE",ARCH DESIGN STUDIO,23.38,4.25
48100,"DAMIANI, GERARD",ARCH DESIGN STUDIO,24.54,4.61
48100,"KIM, MAN",ARCH DESIGN STUDIO,24.79,4.03
48100,"LIU, Jingyang",ARCH DESIGN STUDIO,27.0,5.0
48100,"MCFARLAND, JACKIE",ARCH DESIGN STUDIO,26.14,4.57
48100,"NIKOOKAR, Niloofar",ARCH DESIGN STUDIO,25.22,5.0
48100,"PERRY, TALIA",ARCH DESIGN STUDIO,23.135,4.65
48100,"PERTIERRA, JOSE",ARCH DESIGN STUDIO,26.63,4.57
48100,"QUICK, STEPHEN",ARCH DESIGN STUDIO,23.0,4.38
48100,"RAFSON, SARAH",ARCH DESIGN STUDIO,23.665,3.75
48100,"RODRIGUEZ LADRON DE GUEVARA, Manuel",ARCH DESIGN STUDIO,24.75,5.0
48100,"TOMPKINS, DAN",ARCH DESIGN STUDIO,24.6,3.8
48104,"HOLMES, JON",SHOP SKILLS,4.654999999999999,4.7170000000000005
48104,"SONTAG, Steven",SHOP SKILLS,3.84,4.9399999999999995
48105,"ARSCOTT, MARY-LOU",ARC DSGN STU: POE 2,25.76,4.37
48105,"BARTOSIEWICZ, LUCAS",ARC DSGN STU: FDT II,24.73,3.82
48105,"CRAIG, GRETCHEN",ARC DSGN STU: FDT II,24.73,4.0
48105,"DAMIANI, GERARD",ARC DSGN STU: FDT II,24.2675,4.6475
48105,"GAROFALO, LAURA",ARC DSGN STU: POE 2,25.4,4.0
48105,"GUTSCHOW, KAI",ARC DSGN STU: FDT II,25.08,4.215
48105,"HAYES, HAL",ARC DSGN STU: POE 2,25.76,4.45
48105,"HUGHES, ELIJAH",ARC DSGN STU: POE 2,25.0,4.75
48105,"KAPPELT, JENNA",ARC DSGN STU: FDT II,24.335,4.835
48105,"KASHEF ALGHATA, ZAID",ARC DSGN STU: POE 2,24.71,4.57
48105,"KIM, PHYLLIS",ARC DSGN STU: POE 2,26.1,4.1
48105,"MINNERLY, LEE",ARC DSGN STU: FDT II,27.0,3.33
48105,"MOSS, ANDREW",ARC DSGN STU: FDT II,22.085,4.585
48105,"PERRY, TALIA",ARC DSGN STU: FDT II,25.25,4.745
48105,"PERTIERRA, JOSE",ARC DSGN STU: FDT II,25.25,4.1875
48105,"QUICK, STEPHEN",ARC DSGN STU: FDT II,22.335,5.0
48105,"RANTTILA, ANNIE",ARC DSGN STU: FDT II,25.243333333333336,4.696666666666666
48105,"REHMAN, NIDA",ARC DSGN STU: FDT II,25.06,4.72
48105,"RODRIGUEZ LADRON DE GUEVARA, Manuel",ARC DSGN STU: POE 2,22.86,4.57
48105,"SUHRBIER, KENT",ARC DSGN STU: FDT II,24.84,4.68
48116,"KARAGUZEL, OMER",BUILDING PHYSICS,7.058,3.3579999999999997
48120,"KIM, MAN",DIGITAL MEDIA I,17.745,4.395
48121,"COOPER, DOUGLAS",DRAWING I,11.8,4.4
48125,"COOPER, DOUGLAS",MEDIA II,14.65,3.85
48125,"KIM, MAN",DIG MEDIA II,15.77,4.63
48125,"KIM, MAN",MEDIA II,16.12,4.15
48126,"COOPER, DOUGLAS",DRAWING II,13.27,4.51
48175,"KRISHNAMURTI, RAMESH",DESC GEOMETRY,7.625,4.375
48200,"AZEL, NICOLAS",ARCH DES STDIO COMP,26.0,4.4
48200,"BARD, JOSHUA",ARCH DES STDIO COMP,23.136000000000003,3.976
48200,"GAROFALO, LAURA",ARCH DES STDIO,23.41,2.68
48200,"KAPPELT, JENNA",ARCH DES STDIO,24.4,2.8
48200,"KING, JEFFERY",ARCH DES STDIO,23.67,4.33
48200,"KING, JEFFERY",ARCH DES STDIO COMP,20.75,4.25
48200,"KLINE, JONATHAN",ARCH DES STDIO COMP,22.834166666666665,3.8850000000000002
48200,"LUCCHINO, JENNIFER",ARCH DES STDIO COMP,24.676666666666666,4.1433333333333335
48200,"MARKIEWICZ, TONYA",ARCH DES STDIO,26.0,2.67
48200,"MARKIEWICZ, TONYA",ARCH DES STDIO COMP,20.33,3.33
48200,"MOSS, ANDREW",ARCH DES STDIO COMP,22.67,4.25
48200,"PATT, TREVOR",ARCH DES STDIO COMP,17.5,4.0
48200,"PERTIERRA, JOSE",ARCH DES STDIO COMP,25.88,4.13
48200,"RODRIGUEZ LADRON DE GUEVARA, Manuel",ARCH DES STDIO,22.25,4.75
48200,"SHAW, LORI",ARCH DES STDIO COMP,24.8125,4.21
48200,"YANG, TOMMY",ARCH DES STDIO,22.83,3.67
48205,"ABRAHAM, JARED",ARC OPTIONS STU:,20.5,5.0
48205,"AZEL, NICOLAS",ARC DSGN STU: EL II,25.0,4.0
48205,"CRUZE, ELIZABETH",ARC DSGN STU: EL II,24.0,3.0
48205,"DANES, STEFANI",ARC OPTIONS STU:,22.1,4.8
48205,"FICCA, JEREMY",ARC DSGN STU: EL II,24.32,4.442857142857143
48205,"GAROFALO, LAURA",ARC DSGN STU: EL II,24.0,3.5
48205,"GOTI, KYRIAKI",ARC DSGN STU: EL II,22.25,4.75
48205,"KIM, MAN",ARC DSGN STU: EL II,25.3325,4.9375
48205,"KIM, MAN",ARC OPTIONS STU:,17.4,2.0
48205,"KING, JEFFERY",ARC DSGN STU: EL II,25.0625,3.75
48205,"LEE, STEPHEN",ARC OPTIONS STU:,12.5,5.0
48205,"LUCCHINO, JENNIFER",ARC DSGN STU: EL II,22.583333333333332,4.5
48205,"PETERS, BRIAN",ARC DSGN STU: EL II,25.5,2.75
48205,"YANG, TOMMY",ARC OPTIONS STU:,26.57,4.43
48215,"DAMIANI, GERARD",MATERIALS & ASSEMBLY,11.275,4.088333333333334
48233,"DAWKINS, MARANTHA",BIOFORM,9.5,3.5
48240,"SHAW, DIANE",HIS SRVY WLD ARC URB,6.66,4.335
48240,"SHAW, DIANE",HIS WLD ARC,8.0,4.04
48241,"GUTSCHOW, KAI",MOD ARCH,8.783333333333333,4.153333333333333
48241,"GUTSCHOW, KAI",MOD ARCH HIS,8.7,3.1
48250,"GRUBER, STEFAN",CSE STD ARC CIT,8.69,3.19
48250,"GRUBER, STEFAN",URB & SOC PROD,8.41,3.45
48300,"BIZON, HEATHER",ARCH DSGN STDIO INT,23.75,3.5
48300,"CHASE, NINA",ARCH DSGN STDIO INT,23.585,4.215
48300,"CUPKOVA, DANA",ARCH DSGN STDIO INT,23.921666666666667,3.6199999999999997
48300,"DAWKINS, MARANTHA",ARCH DSGN STDIO INT,25.4,4.335
48300,"HUBER, MATTHEW",ARCH DSGN STDIO INT,23.125,3.9299999999999997
48300,"PLECITY, MATTHEW",ARCH DSGN STDIO INT,23.135,3.835
48300,"VELOSO, Pedro",ARCH DSGN STDIO INT,20.5,2.5
48305,"BADJATIA, AKHIL",ARC DSGN STU:INT II,25.5,4.5
48305,"COCHRAN, ERICA",ARC DSGN STU:INT II,23.28333333333333,4.433333333333334
48305,"COCHRAN, ERICA",ARC DSGN STU:PRX 2,24.08,4.67
48305,"COLVARD, DANIEL",ARC DSGN STU:INT II,21.5,4.45
48305,"DAMIANI, GERARD",ARC DSGN STU:PRX 2,24.08,4.75
48305,"DANES, STEFANI",ARC DSGN STU:INT II,24.515,4.365
48305,"DAVIS, JEFFREY",ARC DSGN STU:INT II,23.8,4.0
48305,"FICCA, JEREMY",ARC DSGN STU:PRX 2,24.67,4.29
48305,"HUBER, MATTHEW",ARC DSGN STU:INT II,20.0,4.33
48305,"KING, JEFFERY",ARC DSGN STU:PRX 2,24.38,4.13
48305,"LAFOREST, KATIE",ARC DSGN STU:PRX 2,24.38,4.5
48305,"LEE, JOSHUA",ARC DSGN STU:INT II,25.5,3.5
48305,"LEE, STEPHEN",ARC DSGN STU:INT II,24.19625,4.04875
48305,"MCNUTT, MATTHEW",ARC DSGN STU:INT II,22.67,4.0
48305,"SAWYER, AZADEH",ARC DSGN STU:INT II,22.36,3.9
48305,"SHAW, LORI",ARC DSGN STU:INT II,23.1175,4.4375
48311,"GUTSCHOW, KAI",HIST OF ARC THEORY,11.0,4.67
48313,"YANG, TOMMY",KALLA ELEC,14.0,5.0
48314,"MCFARLAND, JACKIE",THMS VISTG FACLTY,5.5,4.67
48315,"LOFTNESS, VIVIAN",ENVIR I: CLIM & ENG,10.388571428571428,3.494285714285714
48324,"OPPENHEIM, IRVING",STRU/STAT,6.34,4.386
48327,"ARSCOTT, MARY-LOU",MODELING MODERNS,6.5,4.0
48328,"DAMIANI, GERARD",DETAILG ARCHITECTURE,8.666666666666666,4.833333333333333
48332,"WORKINGER, HEATHER",ARCH EXPL: TCHG LRNG,5.333333333333333,4.5
48336,"ANKLESARIA, SAROSH",ARCH AND AGENCY,8.0,4.83
48336,"ANKLESARIA, SAROSH",ARCH AND RESISTANCE,8.0,5.0
48338,"TORELLO, FRANCESCA",EURO CITIES XIX CENT,6.0,4.56
48339,"TOWNSEND, J.",MKG THGS INTTRTV UG,9.375,4.75
48348,"SHAW, DIANE",ARCH HIS MEXCO GUATM,8.0,4.67
48351,"MONDOR, CHRISTINE",HMN FACTORS IN ARCH,5.63,3.89
48355,"COOPER, DOUGLAS",PERSPECTIVE,7.033333333333334,4.323333333333333
48356,"COOPER, DOUGLAS",COLOR DRAWING,7.042,4.606
48357,"COOPER, DOUGLAS",ANATOMY & ORGANC FRM,6.125,4.875
48358,"BEN-ALON, Lola",EARTHEN BUILDING,6.865,4.4399999999999995
48359,"CRUZE, ELIZABETH",THOREAU CABIN,2.0,3.5
48363,"PATT, TREVOR",URBAN DESIGN MEDIA,11.0,5.0
48367,"TORELLO, FRANCESCA",MATERIAL HISTORIES,7.0,4.67
48368,"TORELLO, FRANCESCA",RD AN:TRV ARH ARC MD,5.6000000000000005,3.9499999999999997
48369,"GAROFALO, LAURA",TERRA COTTA ASSEMB,8.0,4.5
48371,"SHAW, DIANE",AMERN HSE & HOUSING,7.216666666666666,4.483333333333333
48372,"GOTI, KYRIAKI",TECHNO-POP,9.2,4.4
48374,"TORELLO, FRANCESCA",HIST ARC ISLM WORLD,5.75,4.01
48380,"DUDUKOVICH, TAMARA",REAL ESTATE,5.35,2.88
48380,"VAVASIS, VALENTINA",REAL ESTATE,5.65,4.470000000000001
48381,"BATES, WILLIAM",IOP,4.54,3.88
48381,"COPPEDGE, STUART",IOP,3.0,2.0
48381,"FOLAN, JOHN",ETHICS & ISSUES,13.04,3.9133333333333336
48383,"FOLAN, JOHN",ETHICS,6.67,2.0
48383,"VAVASIS, VALENTINA",ETHICS,5.74,4.449999999999999
48386,"KASHEF ALGHATA, ZAID",PORT RES PREP,3.8,4.8
48390,"MARS, JOHN",PHYS COMP STUDIO,12.0,5.0
48400,"ARSCOTT, MARY-LOU",ASOS I,18.9175,4.59
48400,"BADJATIA, AKHIL",ASOS I,24.5,4.25
48400,"BATES, WILLIAM",ASOS I,17.585,4.5
48400,"BIZON, HEATHER",ASOS I,19.29,4.57
48400,"COLVARD, DANIEL",ASOS I,23.25,5.0
48400,"CRUZE, ELIZABETH",ASOS I,19.0,4.5
48400,"DAMIANI, GERARD",ASOS I,25.75,5.0
48400,"FICCA, JEREMY",ASOS I,25.576,4.026
48400,"FOLAN, JOHN",ASOS I,27.0,3.0
48400,"HAYES, HAL",ASOS I,26.133333333333336,4.31
48400,"KING, JEFFERY",ASOS I,23.88,4.0
48400,"KLINE, JONATHAN",ASOS I,27.0,4.0
48400,"LEE, STEPHEN",ASOS I,17.0,4.0
48400,"LUCCHINO, JENNIFER",ASOS I,14.5,2.5
48400,"MONDOR, CHRISTINE",ASOS I,23.666666666666668,4.833333333333333
48400,"TORELLO, FRANCESCA",ASOS I,20.5,4.25
48410,"ANKLESARIA, SAROSH",ASOS II,24.0,5.0
48410,"ARSCOTT, MARY-LOU",ASOS II,19.0,5.0
48410,"BARD, JOSHUA",ASOS II,20.3,4.3
48410,"CRUZE, ELIZABETH",ASOS II,24.0,4.0
48410,"CUPKOVA, DANA",ASOS II,20.63,5.0
48410,"DAMIANI, GERARD",ASOS II,25.125,3.875
48410,"FOLAN, JOHN",ASOS II,27.0,5.0
48410,"GAROFALO, LAURA",ASOS II,19.0,3.25
48410,"GRUBER, STEFAN",ASOS II,22.28,3.8866666666666667
48410,"HAYES, HAL",ASOS II,24.4425,4.7425
48410,"KLINE, JONATHAN",ASOS II,27.0,4.0
48410,"LOFTNESS, VIVIAN",ASOS II,25.7,4.5
48410,"MCFARLAND, JACKIE",ASOS II,13.33,3.67
48410,"PATT, TREVOR",ASOS II,27.0,5.0
48410,"RANTTILA, ANNIE",ASOS II,27.0,5.0
48432,"BAIRD, NINA",ENV II,8.528,3.084
48434,"SHAW, DIANE",MESOAM & SP ARC,8.38,4.38
48435,"SHAW, DIANE",MOD MEX,9.0,4.0
48440,"SHAW, DIANE",AMERICAN REGIONALISM,6.833333333333333,4.733333333333333
48442,"LEE, STEPHEN",HIST ASIAN ARCH,5.33,5.0
48442,"LINDUFF, KATHERYN",HIST ASIAN ARCH,7.886666666666667,4.41
48442,"ZITTERBART, SUSAN",HIST ASIAN ARCH,6.625,4.835
48443,"TORELLO, FRANCESCA",EURO CITIES XIX CENT,6.5,4.75
48448,"ROSENBLUM, CHARLES",HISTRY SUSTAIN ARCH,6.0,3.4
48455,"OPPENHEIM, IRVING",STRUCTURES ELECTIVE,6.0,4.835
48462,"BUTCHER, ANDREW",NETWK COMM PLACES,6.5,3.5
48462,"GRUBER, STEFAN",NETWK COMM PLACES,6.5,3.5
48462,"HUGHES, KRISTIN",NETWK COMM PLACES,6.5,4.0
48465,"HUBER, MATTHEW",FROM THE ACANTHUS TO,9.2,4.8
48467,"CHRISTIAN, SARAH",DESIGN BUILD,8.0,4.0
48467,"LEE, STEPHEN",DESIGN BUILD,8.0,4.0
48470,"SMITH, SCOTT",DEPTH OF SURFACE,14.6,4.0
48470,"SMITH, SCOTT",EXPLRG PTRN THR LAMN,10.775,4.825
48473,"SMITH, SCOTT",HND MCHN JNRY NEW DR,9.25,4.640000000000001
48493,"FOLAN, JOHN",REP ACT UDBS,16.33,4.0
48494,"FOLAN, JOHN",BEY PAT UDBS,10.71,4.43
48495,"FOLAN, JOHN",SCALING CHANGE,2.0,5.0
48496,"FOLAN, JOHN",UDBS: PRAC RECNSRD,4.25,4.75
48497,"ARSCOTT, MARY-LOU",PRE-THESIS,5.0,3.0
48497,"FICCA, JEREMY",THESIS PREP,6.8,2.8
48497,"GUTSCHOW, KAI",PRE-THESIS,3.5,3.75
48497,"GUTSCHOW, KAI",THESIS PREP,5.6000000000000005,3.5
48500,"ARSCOTT, MARY-LOU",ASOS III,19.4025,4.6375
48500,"BADJATIA, AKHIL",ASOS III,27.0,4.0
48500,"BARD, JOSHUA",ASOS III,27.0,5.0
48500,"BATES, WILLIAM",ASOS III,16.375,4.375
48500,"COLVARD, DANIEL",ASOS III,27.0,5.0
48500,"CRUZE, ELIZABETH",ASOS III,19.0,5.0
48500,"DAMIANI, GERARD",ASOS III,24.625,4.875
48500,"FICCA, JEREMY",ASOS III,22.5,3.6666666666666665
48500,"FOLAN, JOHN",ASOS III,25.5,4.75
48500,"GRUBER, STEFAN",ASOS III,24.0425,4.6675
48500,"HAYES, HAL",ASOS III,26.465,4.6975
48500,"KING, JEFFERY",ASOS III,21.0,3.0
48500,"KLINE, JONATHAN",ASOS III,21.67,4.0
48500,"MONDOR, CHRISTINE",ASOS III,19.4625,4.3625
48500,"QUICK, STEPHEN",ASOS III,21.0,3.0
48500,"REHMAN, NIDA",ASOS III,20.75,4.75
48500,"TORELLO, FRANCESCA",ASOS III,19.75,5.0
48509,"ARSCOTT, MARY-LOU",ARCH ST: THS I/ IP,25.5,4.835
48510,"ANKLESARIA, SAROSH",ASOS IV,18.735,4.7
48510,"ARSCOTT, MARY-LOU",ASOS IV,23.75,4.5
48510,"BARD, JOSHUA",ASOS IV,14.0,5.0
48510,"BIZON, HEATHER",ASOS IV,24.0,5.0
48510,"CRUZE, ELIZABETH",ASOS IV,16.33,3.67
48510,"CUPKOVA, DANA",ASOS IV,19.0,5.0
48510,"DAMIANI, GERARD",ASOS IV,27.0,4.0
48510,"FOLAN, JOHN",ASOS IV,27.0,4.916666666666667
48510,"GRUBER, STEFAN",ASOS IV,19.932499999999997,3.795
48510,"HAYES, HAL",ASOS IV,25.375,4.75
48510,"KLINE, JONATHAN",ASOS IV,16.5,5.0
48510,"LEE, STEPHEN",ASOS IV,15.5,5.0
48510,"LOFTNESS, VIVIAN",ASOS IV,24.5,4.335
48510,"MCFARLAND, JACKIE",ASOS IV,11.0,4.0
48510,"PATT, TREVOR",ASOS IV,14.6,4.0
48510,"RAFSON, SARAH",ASOS IV,23.8,2.4
48510,"RANTTILA, ANNIE",ASOS IV,20.0,4.2
48516,"Khan, Omar",NOMAS,6.45,4.55
48519,"ARSCOTT, MARY-LOU",ARC STUDIO: TH II/IP,22.665,4.165
48519,"BIZON, HEATHER",ARC STUDIO: TH II/IP,18.33,1.67
48519,"MONDOR, CHRISTINE",ARC STUDIO: TH II/IP,21.67,4.67
48519,"RAFSON, SARAH",ARC STUDIO: TH II/IP,18.33,1.67
48524,"KARAGUZEL, OMER",BLD PERF MOD,10.25,3.415
48524,"LIANG, Wei",BPM,9.58,3.33
48525,"BARD, JOSHUA",THESIS SEM UG,6.5,3.665
48525,"TORELLO, FRANCESCA",THESIS SEM UG,8.75,4.5
48528,"BYRNE, DARAGH",ID RES MOB ENV,8.9175,3.9775
48528,"BYRNE, DARAGH",RES MOB ENV,8.86,4.29
48530,"BARD, JOSHUA",HUMAN-MACH VIRT,10.85,4.333333333333333
48530,"ZEGLIN, GARTH",HUMAN-MACH VIRT,11.25,4.25
48531,"FICCA, JEREMY",FABRICATNG CUSTOMZTN,9.1875,4.645
48538,"BIZON, HEATHER",AESTHETICS & MULTI M,8.0,5.0
48541,"LEE, STEPHEN",THE CUT,7.5,4.835
48545,"BARD, JOSHUA",DES FAB,9.0,4.67
48545,"JEFFERS, Michael",MKG INTL,11.0,3.0
48545,"PERTIERRA, JOSE",DES FAB,12.4,4.43
48545,"PERTIERRA, JOSE",DIG FAB,12.3,4.45
48555,"BIDGOLI, Ardavan",INTRO ARC ROBO,10.25,3.5825
48555,"JEFFERS, Michael",INTRO ARC ROBO,9.5,2.5
48555,"PERTIERRA, JOSE",INTRO ARC ROBO,9.145,3.6574999999999998
48557,"BIZON, HEATHER",FORM AS AN OP,8.0,5.0
48558,"CORBETT, THOMAS",RLT COMP,9.0,4.056666666666667
48558,"FOLAN, JOHN",RLT COMP,9.5,3.5
48559,"CORBETT, THOMAS",REAL CMP,6.8,4.1
48559,"FOLAN, JOHN",REAL CMP,6.2,4.1
48564,"SMITH, SCOTT",FURNITURE DES & CONS,11.0,4.5
48568,"KURLAND, KRISTEN",ADV CAD BIM 3D VISLZ,8.385,4.323333333333333
48569,"KURLAND, KRISTEN",GIS CAFM,8.956,4.756
48587,"LIMAURO, CINDY",ARCH LIGHTING DESIGN,5.45,4.633333333333333
48591,"PERTIERRA, JOSE",DIG TOOL MICRO,5.04,4.2524999999999995
48599,"COCHRAN, ERICA",INDEPENDENT STUDY,14.0,5.0
48599,"HAYES, HAL",INDEPENDENT STUDY,5.0,5.0
48599,"Khan, Omar",INDEPENDENT STUDY,8.0,5.0
48599,"SHAW, LORI",INDEPENDENT STUDY,9.5,5.0
48600,"HAYES, HAL",ASOS GENERAL,27.0,4.25
48611,"GEIGER, JORDAN",SPEED SPACE TIME,5.0,5.0
48614,"MCFARLAND, JACKIE",THOMAS FACULTY COURS,8.0,5.0
48620,"REHMAN, NIDA",SITUATING RESEARCH,3.18,3.21
48624,"KRISHNAMURTI, RAMESH",PARAMETRIC MODELING,11.7,4.484999999999999
48624,"VELOSO, Pedro",PARAMETRIC MODELING,13.0,4.17
48630,"ANKLESARIA, SAROSH",MARCH PRAXIS 1,22.85,3.46
48630,"CUPKOVA, DANA",MARCH INTEG STUDIO I,20.666666666666668,4.833333333333333
48630,"ERDOLU, EMEK",MARCH PRAXIS 1,22.62,3.62
48630,"FOLAN, JOHN",MARCH INTEG STUDIO I,26.75,4.665
48630,"GAROFALO, LAURA",MARCH INTEG STUDIO I,21.5,4.17
48630,"KIM, MAN",MARCH INTEG STUDIO I,19.875,4.875
48630,"KLINE, JONATHAN",MARCH PRAXIS 1,22.62,3.38
48634,"GUTSCHOW, KAI",ARC THEORY M.ARCH,7.228,4.726
48635,"LOFTNESS, VIVIAN",ENVIRO I M.ARCH,10.45142857142857,4.33
48637,"OPPENHEIM, IRVING",STRUC/STAT GRAD,6.07,4.703333333333333
48640,"DAVIS, JEFFREY",MARCHSTUDIO INTEG II,22.335,4.665
48640,"FOLAN, JOHN",MARCHSTUDIO INTEG II,26.5,3.94
48640,"HUBER, MATTHEW",MARCHSTUDIO INTEG II,22.6,4.6
48640,"HUBER, MATTHEW",MARCHSTUDIO PRX II,22.8,4.13
48640,"LEE, STEPHEN",MARCHSTUDIO INTEG II,23.4175,4.4375
48640,"SAWYER, AZADEH",MARCHSTUDIO INTEG II,17.4,4.6
48640,"SAWYER, AZADEH",MARCHSTUDIO PRX II,22.8,4.33
48641,"GUTSCHOW, KAI",MODERN ARCHITECTURE,4.5,4.5
48644,"ARSCOTT, MARY-LOU",MARCH PRE-THESIS,2.75,3.25
48644,"GUTSCHOW, KAI",MARCH PRE-THESIS,6.9,4.8
48644,"GUTSCHOW, KAI",MARCH PROSEM,3.0,4.0
48647,"DAMIANI, GERARD",MAT & ASSEMBL,11.3125,4.5
48647,"FICCA, JEREMY",MAT & CONSTR SYS,9.38,4.63
48648,"VAVASIS, VALENTINA",ETHICS GRAD,8.165,4.779999999999999
48649,"BATES, WILLIAM",IOP GRAD,8.0,4.67
48649,"COPPEDGE, STUART",IOP GRAD,5.0,3.89
48649,"FOLAN, JOHN",ETHICS &PR GRAD,12.14,4.0
48650,"ARSCOTT, MARY-LOU",ASO MARCH I,17.5,4.5
48650,"BATES, WILLIAM",ASO MARCH I,17.0,5.0
48650,"DAMIANI, GERARD",ASO MARCH I,21.0,5.0
48650,"FICCA, JEREMY",ASO MARCH I,21.0,3.5
48650,"FOLAN, JOHN",ASO MARCH I,27.0,5.0
48650,"GRUBER, STEFAN",ASO MARCH I,18.25,3.75
48650,"HAYES, HAL",ASO MARCH I,27.0,4.835
48650,"KING, JEFFERY",ASO MARCH I,21.0,3.5
48650,"QUICK, STEPHEN",ASO MARCH I,27.0,4.5
48650,"REHMAN, NIDA",ASO MARCH I,15.5,4.5
48650,"TORELLO, FRANCESCA",ASO MARCH I,17.5,4.5
48655,"BAIRD, NINA",ENV II GRAD,9.72,4.023999999999999
48658,"DUDUKOVICH, TAMARA",REDD MARCH,6.19,2.44
48658,"VAVASIS, VALENTINA",REDD MARCH,7.595000000000001,4.8925
48660,"ANKLESARIA, SAROSH",ASOS II MARCH,19.0,5.0
48660,"BIZON, HEATHER",ASOS II MARCH,27.0,5.0
48660,"GAROFALO, LAURA",ASOS II MARCH,27.0,5.0
48660,"GRUBER, STEFAN",ASOS II MARCH,19.165,4.835
48660,"HAYES, HAL",ASOS II MARCH,20.5,4.5
48660,"KLINE, JONATHAN",ASOS II MARCH,11.75,5.0
48660,"RAFSON, SARAH",ASOS II MARCH,27.0,5.0
48675,"BYRNE, DARAGH",DES FOR IOT,8.995000000000001,4.720000000000001
48676,"BYRNE, DARAGH",CONNCTD COMMUNITIES,8.75,4.556666666666667
48677,"VAVASIS, VALENTINA",HINES COMP,14.0,4.75
48677,"VAVASIS, VALENTINA",HINES COMPET,13.865,4.8
48689,"HUBER, MATTHEW",DIGI SKLLS WRKSHP,8.05,4.3100000000000005
48689,"KIM, MAN",DIGI SKLLS WRKSHP,8.540000000000001,4.482
48692,"SAWYER, AZADEH",SHAPING DAYLIGHT,8.47,4.65
48695,"ANKLESARIA, SAROSH",INTERN GR ST,27.0,5.0
48695,"BARD, JOSHUA",INTERN GR ST,27.0,5.0
48695,"GRUBER, STEFAN",INTERN GR ST,27.0,5.0
48695,"GUTSCHOW, KAI",INTERN GR ST,27.0,5.0
48696,"BIZON, HEATHER",AESTH & MULTI MED GR,5.0,5.0
48699,"REHMAN, NIDA",ETHICS,5.0,4.67
48704,"BARD, JOSHUA",MS INTERN,2.0,5.0
48704,"CARDOSO LLACH, DANIEL",MS INTERN,11.25,5.0
48704,"COCHRAN, ERICA",MS INTERN,6.583333333333333,5.0
48704,"KRISHNAMURTI, RAMESH",MS INTERN,10.6,5.0
48704,"LEE, JOSHUA",MS INTERN,14.5,5.0
48704,"LOFTNESS, VIVIAN",MS INTERN,16.333333333333332,5.0
48705,"DANES, STEFANI",ARCH DSGN STUD URBAN,21.86,4.86
48705,"DANES, STEFANI",MUD STUDIO I,19.6775,4.665
48706,"GRUBER, STEFAN",URBAN STUDIO II,15.75,4.07
48706,"QUICK, STEPHEN",URBAN STUDIO II,17.62,3.6666666666666665
48706,"REHMAN, NIDA",URBAN STUDIO II,14.61,4.525
48707,"CARTER, DONALD",MUD GRADUATE SEMINAR,3.2133333333333334,4.833333333333333
48707,"OSTERGAARD, PAUL",MUD GRADUATE SEMINAR,2.45,4.415
48708,"KLINE, JONATHAN",MUD STUDIO IV,20.8825,4.75
48711,"COCHRAN, ERICA",PARADGMS RESCH ARCH,8.0,4.0
48711,"LEE, JOSHUA",PARADGMS RESCH ARCH,12.086666666666666,4.5633333333333335
48712,"CARTER, DONALD",MUD GRADUATE SEMINAR,3.25,4.62
48712,"GRUBER, STEFAN",MUD GRAD SEM II: GLO,4.355,4.640000000000001
48713,"MONDOR, CHRISTINE",MUD URB EC,7.015000000000001,4.615
48713,"REHMAN, NIDA",MUD URB EC,12.815000000000001,4.25
48714,"BYRNE, DARAGH",DATA ANL URBN DSNG,11.81,3.1666666666666665
48715,"BYRNE, DARAGH",MSCD PRE-THESIS 1,7.45,4.385
48715,"CARDOSO LLACH, DANIEL",CMPT DSGN PRE THS PR,6.05,4.46
48715,"CARDOSO LLACH, DANIEL",MSCD PRE-THESIS 1,8.0,3.33
48716,"CARDOSO LLACH, DANIEL",CMPT DSG PRE THS SEM,7.5,4.125
48716,"CARDOSO LLACH, DANIEL",MSCD PRE-THESIS II,8.393333333333333,3.936666666666667
48718,"GRUBER, STEFAN",MUD STUDIO III,19.714,4.3340000000000005
48719,"FOLAN, JOHN",AECM UDBS,25.25,3.835
48720,"GASTIL, RAY",PLNNG DES,7.276000000000001,4.326
48721,"KARAGUZEL, OMER",BLDG CONTRL DIAGNSTC,11.075,4.4
48721,"ZHAO, Tiancheng",BCD,9.78,1.78
48722,"KARAGUZEL, OMER",BLDNG PERFMNC MODLNG,14.700000000000001,4.39
48722,"LIANG, Wei",BPM,10.45,4.0
48723,"ABDUL-AZIZ, AZIZAN",PERF ADV BLDNG SYSTM,6.8,4.8
48723,"HARTKOPF, VOLKER",PERF ADV BLDNG SYSTM,7.080000000000001,3.6033333333333335
