cnum,instructor,cname,hours,rating
11785,"SINGH, RITA",INTRO DEEP LRNG.,19.939999999999998,4.319999999999999
11788,"LANE, IAN",CPT DIG MLT CYB FRNC,6.5,2.0
11788,"SINGH, RITA",COMP. FORENSICS AI,11.0,4.67
11788,"SINGH, RITA",CPT DIG MLT CYB FRNC,8.0,3.5
11791,"NYBERG, ERIC",DESG ENG INTL INF SY,9.926,3.4200000000000004
11792,"NYBERG, ERIC",INTLG INF SYS PROJCT,10.8,4.7
11796,"MITAMURA, TERUKO",QUESTION ANSWERING L,8.0,1.0
11796,"NYBERG, ERIC",QUESTION ANSWERING L,8.0,1.0
11797,"MITAMURA, TERUKO",QUESTION ANSWERING,12.77,4.07
11797,"NYBERG, ERIC",QUESTION ANSWERING,12.996,4.0120000000000005
11821,"LEVIN, LORRAINE",ADV LINGUISTICS SEMR,8.75,4.5
11823,"BLACK, ALAN",CONLANGING: LRNG LIN,8.833333333333334,4.61
11823,"LEVIN, LORRAINE",CONLANGING: LRNG LIN,8.833333333333334,4.5
11830,"BLACK, ALAN",COMP ETHICS NLP,9.99,3.856666666666667
11830,"STRUBELL, EMMA",COMP ETHICS NLP,9.8,3.45
11830,"TSVETKOV, YULIA",COMP ETHICS NLP,10.275,3.975
11831,"TSVETKOV, YULIA",SP COMP ETHICS LAB,17.0,5.0
11860,"JUSTICE, DANIEL",QUANT COMP THE LAB,9.33,4.78
11860,"JUSTICE, DANIEL",QUANT. COMP. LAB: SP,10.5,4.5
11860,"RAMAKRISHNAN, BHIKSHA",QUANT COMP THE LAB,9.5,4.78
11860,"SINGH, RITA",QUANT COMP THE LAB,10.0,4.63
11860,"SINGH, RITA",QUANT. COMP. LAB: SP,11.0,4.6
11865,"KAMLET, MARK",TRK POLIT MACH LRNG,10.1,4.5
11865,"KHUDABUKHSH, ASHIQUR",TRK POLIT MACH LRNG,10.1,4.6
11865,"MITCHELL, TOM",TRK POLIT MACH LRNG,10.1,4.5
11877,"MORENCY, LOUIS-PHILIPPE",ADV TPCS IN MMML,10.0,4.89
11910,"FREDERKING, ROBERT",DIRECTED RESEARCH,21.058,4.798
11920,"BERG-KIRKPATRICK, TAYLOR",IND STUDY: BREADTH,9.875,4.875
11920,"NEUBIG, GRAHAM",IND STUDY: BREADTH,15.166666666666666,4.333333333333333
11925,"TSVETKOV, YULIA",IND STUDY: AREA,6.5,5.0
11927,"BROWN, RALF",MIIS CAPSTONE,23.678571428571427,4.482857142857143
11927,"MITAMURA, TERUKO",MIIS CAPSTONE,8.0,5.0
11934,"SHAMOS, MICHAEL",MSAII PRACTICUM INT,18.75,5.0
11935,"CALLAN, JAMIE",LTI PRACTICUM,18.9,4.5675
11936,"FREDERKING, ROBERT",PHD INTERNSHIP,23.1,5.0
11936,"FREDERKING, ROBERT",PHD SUMMER INTERN.,23.5,5.0
12030,"FINGER, SUSAN",IDEATE ST: RES STRUC,7.0,4.67
12031,"CHEN, XIAOJU",IDEAT ST: SUST TXT,6.5,4.15
12100,"GREGORY, KELVIN",EXPLORING CEE,5.8475,4.0675
12100,"GREGORY, KELVIN",INTRO CIV & ENV ENG,5.2,3.77
12100,"SAMARAS, CONSTANTINOS",EXPLORING CEE,6.890000000000001,4.51
12100,"SAMARAS, CONSTANTINOS",INTRO CIV & ENV ENG,6.56,4.58
12200,"CHRISTIAN, SARAH",CEE CHALLENGES,11.813333333333333,3.7300000000000004
12200,"FLANIGAN, KATHERINE",CEE CHALLENGES,5.93,4.68
12201,"JACOBS, ALAN",GEOLOGY,4.783333333333333,3.56
12201,"KILBURG, JAMES",GEOLOGY,5.077142857142857,4.4557142857142855
12203,"SHIREY, PATRICK",ST: ECOLOGY,5.43,4.57
12212,"NOH, HAE YOUNG",STATICS,7.873333333333334,3.643333333333333
12212,"OPPENHEIM, IRVING",STATICS,6.975,4.48
12215,"FRANCIONI ROONEY, ANDREA",INTR PRF WRTG IN CEE,5.286,4.752
12216,"CHRISTIAN, SARAH",RESEARCH SKILLS,2.75,4.67
12216,"CHRISTIAN, SARAH",ST: RESEARCH SKILLS,3.5,4.8
12216,"OZIS, FETHIYE",RESEARCH SKILLS,3.0,5.0
12216,"WANG, GERALD",RESEARCH SKILLS,2.38,5.0
12221,"LOWRY, GREGORY",ENV CHEM THERMO,9.8,4.1
12222,"LOWRY, GREGORY",ENV CHEM LAB,4.7,3.5
12231,"ACHARYA, AMIT",SOLID MECHANICS,9.555,3.005
12231,"DAYAL, KAUSHIK",SOLID MECHANICS,8.543333333333333,4.03
12232,"CHRISTIAN, SARAH",SOLID MECHANICS LAB,6.13,3.79
12232,"FRANCIONI ROONEY, ANDREA",SOLID MECHANICS LAB,8.896666666666667,3.67
12232,"THOMPSON, JAMES",SOLID MECHANICS LAB,9.26,3.3449999999999998
12233,"ROUNCE, DAVID",CEE INF SYS ACT,2.17,4.78
12234,"CHRISTIAN, SARAH",SEN DATA ACQ ENG SYS,8.18,3.35
12234,"OZIS, FETHIYE",SEN DATA ACQ ENG SYS,8.35,3.65
12271,"BERGES, MARIO",INT CM AP CV ENV ENG,6.533333333333334,3.6666666666666665
12271,"WANG, GERALD",COMP AND DATA SCIENC,9.149999999999999,4.85
12301,"COFFELT, DONALD",CEE PROJECTS,8.225,3.38
12301,"COFFELT, DONALD",CIVIL ENVMTL ENG PRJ,8.33,3.22
12301,"FINGER, SUSAN",CEE PROJECTS,7.755000000000001,3.275
12301,"FINGER, SUSAN",CIVIL ENVMTL ENG PRJ,8.33,3.28
12301,"MOORE, JOE",CEE PROJECTS,8.155000000000001,3.16
12320,"LEECH, THOMAS",ENGINEERING MECHANIC,8.3,4.4725
12335,"ACHARYA, AMIT",SOIL MECHANICS,7.026666666666666,4.13
12335,"CHRISTIAN, SARAH",SOIL MECHANICS,8.434999999999999,4.2775
12336,"CHRISTIAN, SARAH",SOIL MECHANICS LABTY,5.29,3.9959999999999996
12351,"DZOMBAK, DAVID",ENVRMNTL ENGINEERING,8.55,3.33
12351,"FRANCIONI ROONEY, ANDREA",ENVRMNTL ENGINEERING,7.0920000000000005,4.392
12351,"MAUTER, MEAGAN",ENVRMNTL ENGINEERING,10.215,3.81
12351,"MOORE, JOE",ENVRMNTL ENGINEERING,7.975,3.555
12352,"DZOMBAK, DAVID",ENVMNTL ENGRNG LAB,5.1525,3.8375
12352,"LOWRY, GREGORY",ENVMNTL ENGRNG LAB,4.654999999999999,4.404999999999999
12352,"MOORE, JOE",ENVMNTL ENGRNG LAB,4.6375,3.99
12355,"BUDNY, DANIEL",FLUID MECHANICS,10.7,4.95
12355,"GREGORY, KELVIN",FLUID MECHANICS,8.3875,4.282500000000001
12356,"GREGORY, KELVIN",FLUID MECHANICS LAB,5.742,3.972
12358,"CHRISTIAN, SARAH",MATERIALS LAB,5.106,3.7920000000000003
12401,"CHRISTIAN, SARAH",CEE DESIGN,11.185,2.995
12401,"CHRISTIAN, SARAH",CIV & ENVIR ENG DES,14.03,3.44
12401,"ROUNCE, DAVID",CEE DESIGN,10.0,3.55
12401,"THOMPSON, JAMES",CIV & ENVIR ENG DES,15.270000000000001,3.6199999999999997
12411,"AKINCI, BURCU",PRJ MANGMT CONSTRCTN,7.779999999999999,3.605
12411,"BREDIKHIN, ALEXANDRE",PRJ MANGMT CONSTRCTN,8.0,3.4299999999999997
12411,"LEACH, PATRICK",PRJ MANGMT CONSTRCTN,7.603333333333333,3.5733333333333337
12411,"TANG, PINGBO",PRJ MANGMT CONSTRCTN,8.16,3.02
12411,"TANG, PINGBO",PRJ MGMT ENG CONSTR,7.69,4.13
12421,"MATTHEWS, H SCOTT",ENGINEERNG ECONOMICS,9.97,4.28
12421,"POZZI, MATTEO",ENGINEERNG ECONOMICS,11.3775,3.6100000000000003
12600,"KURLAND, KRISTEN",AUTOCAD,4.324,4.428
12603,"BREDIKHIN, ALEXANDRE",ST: CONSTRUCTION EST,8.0,2.86
12605,"CHRISTIAN, SARAH",ST DESIGN CONSTRUCTN,7.25,3.665
12605,"LEE, STEPHEN",ST DESIGN CONSTRUCTN,8.0,4.17
12606,"CERMINARA, GREG",TRAFFIC ENGINEERING,6.6625,4.1775
12612,"DIPIETRO, GWEN",INTRO SUST ENG,8.39,4.21
12620,"LEECH, THOMAS",ST: ENGRNG MECHANICS,8.0,4.75
12623,"MCGAUGHEY, ALAN",MLCR SIMLN MATERLS,14.0,5.0
12623,"WANG, GERALD",MOL SIM MATERIAL,14.225,4.82
12629,"MOORE, JOE",ENV MICROBIOLGY ENGR,8.870000000000001,4.586
12631,"THOMPSON, JAMES",STRUCTURAL DESIGN,12.336,4.626
12635,"THOMPSON, JAMES",STRUCTURAL ANALYSIS,12.511666666666665,4.715
12636,"LEECH, THOMAS",GEOTECHNICAL ENGINR,9.0,4.082
12638,"CHRISTIAN, SARAH",BEHAV STRUCT SYS,10.5,3.085
12638,"CHRISTIAN, SARAH",ST BEHAV STRUCT SYS,9.0,4.83
12644,"QIAN, SEAN",ST:INTRO TRAN SY AN,7.2,4.6
12645,"QIAN, SEAN",SMART CITIES,6.206,4.538
12651,"ADAMS, PETER",AIR QUALITY ENGIN,9.5,4.5
12651,"GORDON, HAMISH",AIR QUALITY ENGIN,14.0,3.0
12651,"SULLIVAN, RYAN",AIR QUALITY ENGIN,8.0,4.165
12657,"COHON, JARED",WTR RESOURCE SYS ENG,8.446666666666667,4.683333333333334
12657,"ROUNCE, DAVID",WTR RESOURCE SYS ENG,11.015,4.4
12659,"FINGER, SUSAN",SP TOPICS MATLAB,8.343333333333334,4.77
12676,"DAYAL, KAUSHIK",ST: CNPTS MTHDS MECH,11.0,3.8
12686,"ACHARYA, AMIT",ST: COMP MAT MOD STR,7.5,4.67
12690,"DZOMBAK, DAVID",INDEPENDENT STUDY,8.0,5.0
12690,"TANG, PINGBO",CEE IND  STUDY,4.5,5.0
12690,"TANG, PINGBO",INDEPENDENT STUDY,2.0,5.0
12702,"LOWRY, GREGORY",FND WATER QUALTY ENG,12.5125,4.6025
12702,"MOORE, JOE",FND WATER QUALTY ENG,12.09,4.17
12703,"ACHARYA, AMIT",NUMERCL MTHD ENGING,10.215,3.785
12703,"DAYAL, KAUSHIK",NUMERCL MTHD ENGING,10.35,4.375
12703,"MCGAUGHEY, ALAN",NUMERCL MTHD ENGING,12.82,4.5
12703,"ZHANG, JESSICA",NUMERCL MTHD ENGING,10.686666666666667,4.866666666666666
12704,"OPPENHEIM, IRVING",PR EST MTHD ENG SYS,9.173333333333334,4.55
12704,"POZZI, MATTEO",PR EST MTHD ENG SYS,11.86,3.8600000000000003
12704,"SMALL, MITCHELL",PR EST MTHD ENG SYS,9.25,3.58
12706,"KWEON, SANG JIN",CIV SYS INV PLN PRCE,15.08,3.38
12706,"MATSUMURA, JOHN",CIV SYS INV PLN PRCE,15.61,4.015
12706,"NOCK, DESTENIE",CIV SYS INV PLN PRCE,14.86,3.775
12709,"MATTHEWS, H SCOTT",DATA ANALYTIC ENGSYS,14.6875,4.6125
12711,"BISWAS, TAJIN",BIM ENG CONS FAC MGM,6.9725,3.39
12711,"LIU, XUESONG",BIM ENG CONS FAC MGM,7.846666666666667,3.6166666666666667
12711,"TANG, PINGBO",BIM ENG CONS FAC MGM,10.469999999999999,4.470000000000001
12711,"YEOH, KER-WEI",BIM ENG CONS FAC MGM,9.440000000000001,4.205
12712,"DIPIETRO, GWEN",INTRO SUSTNBL ENGRG,12.705,4.17
12712,"DIPIETRO, GWEN",SUSTNBL ENGRG PRINC,12.686666666666667,4.3533333333333335
12714,"CHEN, XIAOJU",ENV LFE CYC ASSMNT,13.39,3.6399999999999997
12714,"DIPIETRO, GWEN",ENV LFE CYC ASSMNT,14.503333333333332,3.9499999999999997
12718,"KARAMALIDIS, ATHANASIOS",EESS PROJECT,8.745000000000001,4.140000000000001
12718,"ZHAI, HAIBO",EESS PROJECT,11.25,3.75
12719,"MATTHEWS, H SCOTT",T: AIS/EESS PROJECT,10.1,4.9
12720,"DZOMBAK, DAVID",WATER RESOURCE CHEM,11.125,4.5175
12720,"KARAMALIDIS, ATHANASIOS",WATER RESOURCE CHEM,9.434999999999999,3.98
12724,"MOORE, JOE",BIOLGL WASTWTR MANGM,11.32,4.715
12724,"VANBRIESEN, JEANNE",BIOLGL WASTWTR MANGM,13.616666666666667,4.67
12725,"LOWRY, GREGORY",FTE TRNS PHSCHM PROC,14.086000000000002,4.726
12726,"ADAMS, PETER",MATH MDL ENV QUA SY,10.33,4.56
12726,"SMALL, MITCHELL",MATH MDL ENV QUA SY,9.3175,4.0175
12728,"WICE, RICHARD",REMEDTN  ENG,7.537999999999999,4.36
12729,"MOORE, JOE",ENV MICROBIOLGY ENGR,9.186,4.392
12735,"POZZI, MATTEO",SP TPC URBN SYS MODG,10.67,4.83
12735,"POZZI, MATTEO",URBN SYS MODG,11.815,4.4075
12737,"FISHER, EDEN",ST: INN BLT NAT ENV,9.0,4.5
12740,"BERGES, MARIO",DATA ACQUISITION,10.41,4.3725
12741,"BERGES, MARIO",DATA MANAGEMENT,10.06,3.91
12741,"POZZI, MATTEO",DATA MANAGEMENT,8.04,4.045
12745,"FINGER, SUSAN",AIS PROJECT,10.3,4.135
12745,"FINGER, SUSAN",AIS SYSTEMS PROJECT,11.08,4.69
12746,"FINGER, SUSAN",ST: PYTHON PROTOTYP,8.92,4.786666666666666
12746,"LIU, XUESONG",ST: PYTHON PROTOTYP,9.52,3.973333333333333
12747,"FLYNN, KATHARINE",SUSTNBL BLDG,5.96,4.205
12748,"MATTERN, GERRY",MCH EL SY DES,6.41,4.473333333333334
12749,"OZIS, FETHIYE",CLIM CHGE ADAPT,6.5,4.88
12749,"SAMARAS, CONSTANTINOS",CLIM CHGE ADAPT,6.47,4.739999999999999
12749,"SAMARAS, CONSTANTINOS",ST: CLIM CHGE ADAPT,6.38,4.65
12750,"COFFELT, DONALD",INFRASTRUCTURE MGMT,10.25,4.25
12750,"QIAN, SEAN",INFRASTRUCTURE MGMT,10.5975,4.28
12750,"ZOU, QILING",INFRASTRUCTURE MGMT,9.25,3.33
12751,"ADAMS, PETER",AIR QUALTY ENGINEERG,11.86,4.88
12751,"GORDON, HAMISH",AIR QUALTY ENGINEERG,11.85,4.036666666666666
12751,"SULLIVAN, RYAN",AIR QUALTY ENGINEERG,11.940000000000001,4.3149999999999995
12752,"BERGES, MARIO",DATA BLDG EN MGT,11.17,3.67
12752,"BERGES, MARIO",ST: DATA BLDG EN MGT,13.22,4.78
12755,"BIELAK, JACOBO",FINITE ELEM MECH I,14.13,4.73
12755,"DAYAL, KAUSHIK",FINITE ELEM MECH I,13.6775,4.3025
12757,"BIELAK, JACOBO",VIBRATION,13.6,5.0
12757,"THOMPSON, JAMES",VIBRATION,12.235,4.085
12758,"ACHARYA, AMIT",ST INTRO CONT MECH,14.14,4.86
12761,"NOH, HAE YOUNG",SENS DATA MINING,10.8,3.68
12761,"NOH, HAE YOUNG",ST SENS DATA MINING,10.15,4.32
12766,"CURTRIGHT, AIMEE",CLIMATE CHG,8.004999999999999,4.365
12766,"VAISHNAV, PARTH",ST: CLIMATE CHG,9.16,4.3933333333333335
12768,"JACQUILLAT, ALEXANDRE",DEC ANA BUS POL,12.063333333333333,4.95
12768,"ZHANG, PETER",DEC ANA BUS POL,12.190000000000001,4.43
12770,"BERGES, MARIO",ST: AUTO SUST BUILD,11.0,4.38
12774,"FLANIGAN, KATHERINE",FDN INTEL INFR SYS,11.07,4.92
12775,"STEIF, PAUL",INTRO SLD MECHANICS,15.75,4.0
12775,"YOUSSEF, MOHAMED",INTRO SLD MECHANICS,10.700000000000001,2.466666666666667
12780,"FINGER, SUSAN",ST:ADV PYTHON,8.525,4.699999999999999
12780,"LIU, XUESONG",ST:ADV PYTHON,8.386666666666667,3.736666666666667
12781,"ADAMS, PETER",FNDMTL ATMPHC AEROSL,9.15,4.77
12783,"HARPER, Corey",GEOGRPHC INFO SYSTEM,8.67,3.5
12783,"QIAN, SEAN",GEOGRPHC INFO SYSTEM,9.7675,4.6125
12790,"DZOMBAK, DAVID",TEACHING WORKSHOP,3.75,4.51
12792,"DAYAL, KAUSHIK",ADV INDEP STUDY,11.0,4.75
12794,"ACHARYA, AMIT",GRADUATE SEMINAR,2.0,4.6
12794,"BERGES, MARIO",GRADUATE SEMINAR,3.013333333333333,4.483333333333333
12794,"DAYAL, KAUSHIK",GRADUATE SEMINAR,2.636,4.6579999999999995
12794,"DZOMBAK, DAVID",GRADUATE SEMINAR,2.4141666666666666,4.496666666666667
12794,"GREGORY, KELVIN",GRADUATE SEMINAR,2.75,3.95
12794,"LOWRY, GREGORY",GRADUATE SEMINAR,2.0,4.415
12794,"MATTHEWS, H SCOTT",GRADUATE SEMINAR,2.375,4.615
12794,"NOH, HAE YOUNG",GRADUATE SEMINAR,2.21,4.92
12794,"POZZI, MATTEO",GRADUATE SEMINAR,3.295,4.705
12794,"QIAN, SEAN",GRADUATE SEMINAR,3.15,4.71
12794,"SAMARAS, CONSTANTINOS",GRADUATE SEMINAR,2.0,4.77
12794,"SMALL, MITCHELL",GRADUATE SEMINAR,2.19,4.585
12794,"TANG, PINGBO",GRADUATE SEMINAR,2.14,4.81
12794,"VANBRIESEN, JEANNE",GRADUATE SEMINAR,2.0,3.82
12794,"WANG, GERALD",GRADUATE SEMINAR,4.14,4.64
12798,"FRANCIONI ROONEY, ANDREA",PROF COMM CEE GRAD,5.1659999999999995,4.83
14513,"KESDEN, GREGORY",INTRO COMPUTER SYSTM,17.423333333333336,4.6000000000000005
14513,"VARODAYAN, DAVID",INTRO COMPUTER SYSTM,16.793333333333333,4.814166666666666
14601,"KUO, CYNTHIA",INI APD 1,3.85,4.266666666666667
14601,"PECA, Joanne",INI APD 1,3.7899999999999996,4.3566666666666665
14601,"Tsamitis, Dena",INI APD 1,2.5,4.39
14602,"KUO, CYNTHIA",INI APD 2,3.1766666666666663,4.238333333333333
14602,"PECA, Joanne",INI APD 2,3.4175,4.21
14642,"CARLISLE, MARTIN",INTRO EMBEDDED SYSTM,15.235,4.453333333333333
14642,"KESDEN, GREGORY",INTRO EMBEDDED SYSTM,18.89,4.11
14642,"ROWE, ANTHONY",INTRO EMBEDDED SYSTM,15.776666666666666,4.533333333333333
14642,"TAGUE, PATRICK",INTRO EMBEDDED SYSTM,19.016666666666666,4.596666666666667
14642,"VARODAYAN, DAVID",INTRO EMBEDDED SYSTM,21.369999999999997,4.585
14684,"PECA, Joanne",CYBER LAW AND ETHICS,6.0,4.8
14735,"CARLISLE, MARTIN",SECURE CODING,11.453333333333333,4.35
14735,"HIBSHI, HANAN",SECURE CODING,11.825,3.7125000000000004
14736,"KESDEN, GREGORY",DIST SYSTMS:TEC INF,12.690000000000001,3.592
14736,"TAGUE, PATRICK",DIST SYSTMS:TEC INF,14.874,3.7960000000000003
14740,"KESDEN, GREGORY",FUND TELECOM NETWRKS,9.91,3.77
14740,"NACE, WILLIAM",FUND TELECOM NETWRKS,12.402222222222223,4.36
14740,"VARODAYAN, DAVID",FUND TELECOM NETWRKS,12.13,4.56
14741,"CARLISLE, MARTIN",INTRO INFO SECURITY,13.88,4.463333333333334
14741,"HIBSHI, HANAN",INTRO INFO SECURITY,12.860000000000001,4.246923076923077
14741,"JIA, LIMIN",INTRO INFO SECURITY,13.281333333333333,4.227333333333333
14741,"MCDONALD, ALEECIA",INTRO INFO SECURITY,12.934999999999999,4.14
14742,"TAGUE, PATRICK",SECRTY NETWRKD SYSTM,12.75,4.04
14744,"KUO, CYNTHIA",MOBIL EMBED SW DSGN,9.29,4.195
14760,"AL-SHAER, EHAB",ADV RW DATA NETWORKS,13.6,4.4
14760,"KESDEN, GREGORY",ADV RW DATA NETWORKS,10.123333333333333,3.4333333333333336
14760,"TAGUE, PATRICK",ADV RW DATA NETWORKS,16.57,3.6550000000000002
14761,"ALLEN, DENNIS",APPLD INFO ASSURANCE,12.35,4.39
14761,"HERR, CHRISTOPHER",APPLD INFO ASSURANCE,11.31,4.1925
14761,"KAAR, MATTHEW",APPLD INFO ASSURANCE,11.72272727272727,4.289090909090909
14761,"MAY, CHRISTOPHER",APPLD INFO ASSURANCE,12.09375,4.2575
14774,"BRECKER, COLLEEN",MANAGERIAL ECON,8.5,4.06
14774,"LAMONT, DAVID",MANAGERIAL ECON,9.836,4.392
14775,"BRECKER, COLLEEN",BUSINESS MANAGEMENT,6.59,4.24
14775,"LAMONT, DAVID",BUSINESS MANAGEMENT,8.431999999999999,4.516
14776,"BRECKER, COLLEEN",FUND OF BUSNESS MGMT,8.196666666666667,4.455
14776,"LAMONT, DAVID",FUND OF BUSNESS MGMT,7.619,4.643
14782,"CUMMINGS, ADAM",INFO SEC RISK MAN I,7.7,3.7733333333333334
14782,"STEVENS, JAMES",INFO SEC RISK MAN I,7.69,3.78
14782,"TUCKER, BRETT",INFO SEC RISK MAN I,9.023333333333333,3.76
14784,"CUMMINGS, ADAM",INFO SEC RISK MAN II,7.865,4.23
14784,"STEVENS, JAMES",INFO SEC RISK MAN II,8.14,4.14
14788,"TELANG, RAHUL",INFO SEC POL MGT,7.0275,4.4425
14788,"TUCKER, BRETT",INFO SEC POL MGT,7.57,2.79
14798,"FAIRRER RIAHI SAMANI, JEANNICE",INI MSIT PROJ PRACTM,14.94,3.1
14798,"MCDONALD, ALEECIA",INI MSIT PROJ PRACTM,17.01666666666667,4.1033333333333335
14798,"MCDONALD, ALEECIA",INI PRACTICUM,17.113333333333333,3.9966666666666666
14809,"ETTINGER, JARED",INTRO CYBER INTEL,7.266666666666667,4.673333333333333
14810,"AL-SHAER, EHAB",SPECIAL TOPICS,12.5,3.38
14810,"FARAG, MOHAMED",SPECIAL TOPICS,11.3,5.0
14811,"VARODAYAN, DAVID",SPECIAL TOPICS,7.875,4.795
14812,"FARAG, MOHAMED",SPECIAL TOPICS,5.95,4.64
14812,"HIBSHI, HANAN",RSH SM PRV & SECRT,9.5,3.5
14812,"KUO, CYNTHIA",SPECIAL TOPICS,8.69,4.3
14813,"MCDONALD, ALEECIA",INI SPECIAL TOPICS,8.5,5.0
14814,"TAGUE, PATRICK",WIRELESS NETWORK SEC,11.25,4.75
14814,"TAGUE, PATRICK",WIRELESS SECURITY,11.0,4.5
14815,"CARRYER, BARBARA",ENTRE INOV TCH,7.961666666666666,4.616666666666666
14815,"ENGLER, EDWARD",ENTRE INOV TCH,8.85,4.35
14817,"MCDONALD, ALEECIA",CYBER RSK MODELING,10.625,4.65
14817,"PECA, Joanne",CYBER RSK MODELING,8.545,4.455
14818,"KUO, CYNTHIA",SPECIAL TOPICS,7.895,4.305
14819,"BELASCO, DAVID",INTRO SW REV-ENG,15.13,3.92
14819,"GENNARI, JEFFREY",INTRO SW REV-ENG,16.763333333333332,3.2099999999999995
14819,"VOLYNKIN, ALEXANDER",INTRO SW REV-ENG,15.168333333333331,4.465
14820,"DATTA, ANUPAM",INI SPECIAL TOPICS,14.35,4.2125
14821,"CHEN, YEN-MING",INI SPECIAL TOPICS,7.4,2.5
14821,"MCDONALD, ALEECIA",INI SPECIAL TOPICS,5.5,4.17
14822,"HENDERSON, STEVEN",HOST BASED FORENSICS,11.4,5.0
14822,"REED III, WILLIAM",HOST BASED FORENSICS,10.37857142857143,4.95
14823,"SOMLO, GABRIEL",NETWORK FORENSICS,9.606666666666667,4.404444444444445
14823,"WELLE, ADAM",NETWORK FORENSICS,9.121111111111112,4.381111111111111
14828,"HIBSHI, HANAN",BROWSER SECURITY,14.916666666666666,4.44
14828,"JIA, LIMIN",BROWSER SECURITY,10.545,4.2875
14829,"TAGUE, PATRICK",MOBILE IOT SECURITY,12.185,4.4775
14829,"TAGUE, PATRICK",MOBILE SECURITY,12.39,4.279999999999999
14832,"GUTTMAN, ROTEM",CYBER FORENSCS CAPSN,12.275,4.1675
14832,"HAMMERSTEIN, JOSHUA",CYBER FORENSCS CAPSN,12.375,4.4175
14840,"ZHANG, PEI",MOBILE HW FOR SW ENG,10.23,3.4825
14841,"ZHANG, PEI",MBL & PERVASIVE COMP,11.546666666666667,4.203333333333333
14848,"FARAG, MOHAMED",CLOUD INFRASTR SRVC,9.3,4.85
14848,"KESDEN, GREGORY",CLOUD INF DES ANALYS,11.388,4.35
14848,"KESDEN, GREGORY",ST:CLOUD COMP INFRA,12.190000000000001,3.315
14850,"AL-SHAER, EHAB",CYBERSE RSRCH,14.0,4.33
14850,"TAGUE, PATRICK",CYBERSE RSRCH,11.5,4.7925
15051,"SUTNER, KLAUS",DISCRETE MATH PRIMER,4.279999999999999,3.99
15104,"CORTINA, THOMAS",INTRO COMP CRTV PRAC,10.98,4.42
15104,"DANNENBERG, ROGER",INTRO COMP CRTV PRAC,11.126666666666665,3.7533333333333334
15106,"REID-MILLER, MARGARET",INTR CMP DATA ANLYSS,5.73,4.285
15110,"BIER, NORMAN",PRINCPLS OF COMPUTNG,17.584166666666665,4.388333333333333
15110,"BOUAMOR, HOUDA",PRINCPLS OF COMPUTNG,12.33,4.27
15110,"CORTINA, THOMAS",PRINCPLS OF COMPUTNG,9.4875,4.455
15110,"DI CARO, GIANNI",PRINCPLS OF COMPUTNG,12.1675,3.34
15110,"FEO FLUSHING, EDUARDO",PRINCPLS OF COMPUTNG,11.73,4.18
15110,"HAMMOUD, MOHAMMAD",PRINCPLS OF COMPUTNG,11.203333333333333,4.05
15110,"KOSBIE, DAVID",PRINCPLS OF COMPUTNG,9.883333333333333,4.573333333333333
15110,"REID-MILLER, MARGARET",PRINCPLS OF COMPUTNG,10.809999999999999,3.675
15110,"REIS, GISELLE",PRINCPLS OF COMPUTNG,13.513333333333334,3.496666666666666
15110,"RILEY, RYAN",PRINCPLS OF COMPUTNG,15.09,3.55
15110,"RIVERS, KELLY",PRINCPLS OF COMPUTNG,10.137142857142857,4.5685714285714285
15110,"ROSENTHAL, STEPHANIE",PRINCPLS OF COMPUTNG,9.82,4.25
15110,"STEHLIK, MARK",PRINCPLS OF COMPUTNG,10.22,4.2299999999999995
15110,"TOURETZKY, DAVID",PRINCPLS OF COMPUTNG,9.41,4.18
15110,"XHAKAJ, Franceska",PRINCPLS OF COMPUTNG,15.648333333333333,4.336666666666667
15112,"ANDERSEN, DAVID",FNDMTLS OF PGMG & CS,18.05,4.49
15112,"BOUAMOR, HOUDA",FNDMTLS OF PGMG & CS,13.445,4.205
15112,"CARLISLE, MARTIN",FNDMTLS OF PGMG & CS,15.96,4.16
15112,"CHIN, Kyle",FNDMTLS OF PGMG & CS,23.54,4.484999999999999
15112,"DAVIS, PAUL",FNDMTLS OF PGMG & CS,23.3,4.42
15112,"FEO FLUSHING, EDUARDO",FNDMTLS OF PGMG & CS,15.9625,3.995
15112,"GANAPATHIRAJU, MADHAVI",FNDMTLS OF PGMG & CS,14.03,3.58
15112,"KOSBIE, DAVID",FNDMTLS OF PGMG & CS,14.996666666666668,4.620833333333334
15112,"Liang, Sara",FNDMTLS OF PGMG & CS,20.42,4.800000000000001
15112,"MORINA, RUDINA",FNDMTLS OF PGMG & CS,23.28,4.42
15112,"RAZAK, SAQUIB",FNDMTLS OF PGMG & CS,16.476,4.636
15112,"RILEY, RYAN",FNDMTLS OF PGMG & CS,16.747500000000002,3.9475
15112,"RIVERS, KELLY",FNDMTLS OF PGMG & CS,18.71090909090909,4.434545454545455
15112,"SCHICK, Austin",FNDMTLS OF PGMG & CS,17.755000000000003,4.77
15112,"TAYLOR, MICHAEL",FNDMTLS OF PGMG & CS,16.843529411764706,4.584705882352941
15112,"angogate, Abhiram",FNDMTLS OF PGMG & CS,21.29,4.71
15112,"cwurman, Chaya",FNDMTLS OF PGMG & CS,18.14,4.71
15112,"edryer, Edward",FNDMTLS OF PGMG & CS,21.3,4.7
15121,"BOUAMOR, HOUDA",INTRO DATA STRUCTURS,13.2,4.0
